Potential (V),Current (µA)
0.49426099999999995,1.1199951000000002e-05
0.492112,1.6799928e-05
0.489963,5.5999750000000005e-06
0.48781399999999997,0.0
0.48566499999999996,1.6799928e-05
0.483516,1.1199951000000002e-05
0.481367,0.0
0.479218,1.1199951000000002e-05
0.47706899999999997,1.6799928e-05
0.47491999999999995,5.5999750000000005e-06
0.472771,5.5999750000000005e-06
0.470622,1.6799928e-05
0.468473,1.1199951000000002e-05
0.46632399999999996,0.0
0.464175,1.1199951000000002e-05
0.462026,1.6799928e-05
0.459877,5.5999750000000005e-06
0.45772799999999997,0.0
0.45557899999999996,1.6799928e-05
0.45343,1.1199951000000002e-05
0.45128199999999996,0.0
0.449133,1.1199951000000002e-05
0.446984,1.6799928e-05
0.444835,5.5999750000000005e-06
0.44268599999999997,0.0
0.44053699999999996,1.6799928e-05
0.438388,1.1199951000000002e-05
0.436239,0.0
0.43409,1.1199951000000002e-05
0.43194099999999996,1.6799928e-05
0.429792,5.5999750000000005e-06
0.427643,5.5999750000000005e-06
0.425494,1.6799928e-05
0.42334499999999997,1.6799928e-05
0.42119599999999996,0.0
0.419047,5.5999750000000005e-06
0.416898,1.6799928e-05
0.414749,5.5999750000000005e-06
0.41259999999999997,0.0
0.41045099999999995,1.1199951000000002e-05
0.408302,1.1199951000000002e-05
0.406153,0.0
0.404004,1.1199951000000002e-05
0.40185499999999996,1.6799928e-05
0.399706,5.5999750000000005e-06
0.397557,0.0
0.39540899999999995,1.6799928e-05
0.39326,1.1199951000000002e-05
0.391111,0.0
0.388962,5.5999750000000005e-06
0.38681299999999996,1.6799928e-05
0.384664,5.5999750000000005e-06
0.382515,0.0
0.380366,1.6799928e-05
0.37821699999999997,1.6799928e-05
0.37606799999999996,0.0
0.373919,5.5999750000000005e-06
0.37177,1.6799928e-05
0.369621,5.5999750000000005e-06
0.36747199999999997,0.0
0.365323,1.1199951000000002e-05
0.363174,1.6799928e-05
0.361025,0.0
0.358876,5.5999750000000005e-06
0.35672699999999996,1.6799928e-05
0.354578,5.5999750000000005e-06
0.352429,0.0
0.35028,1.6799928e-05
0.34813099999999997,1.6799928e-05
0.345982,0.0
0.343833,5.5999750000000005e-06
0.341684,1.6799928e-05
0.339536,5.5999750000000005e-06
0.337387,0.0
0.335238,1.6799928e-05
0.33308899999999997,1.6799928e-05
0.33094,0.0
0.328791,5.5999750000000005e-06
0.326642,1.6799928e-05
0.324493,1.1199951000000002e-05
0.32234399999999996,0.0
0.320195,1.1199951000000002e-05
0.318046,1.6799928e-05
0.315897,0.0
0.31374799999999997,5.5999750000000005e-06
0.31159899999999996,1.6799928e-05
0.30945,1.1199951000000002e-05
0.307301,0.0
0.305152,1.1199951000000002e-05
0.30300299999999997,1.6799928e-05
0.300854,0.0
0.298705,5.5999750000000005e-06
0.296556,1.6799928e-05
0.294407,5.5999750000000005e-06
0.29225799999999996,0.0
0.290109,1.1199951000000002e-05
0.28796,1.1199951000000002e-05
0.285811,0.0
0.283663,5.5999750000000005e-06
0.281514,1.6799928e-05
0.279365,1.1199951000000002e-05
0.27721599999999996,5.5999750000000005e-06
0.275067,1.1199951000000002e-05
0.272918,1.6799928e-05
0.270769,0.0
0.26861999999999997,5.5999750000000005e-06
0.266471,1.6799928e-05
0.264322,1.1199951000000002e-05
0.262173,0.0
0.260024,1.1199951000000002e-05
0.25787499999999997,1.6799928e-05
0.255726,5.5999750000000005e-06
0.253577,5.5999750000000005e-06
0.251428,1.6799928e-05
0.249279,1.1199951000000002e-05
0.24713,0.0
0.24498099999999998,1.1199951000000002e-05
0.242832,1.6799928e-05
0.24068299999999998,5.5999750000000005e-06
0.238534,5.5999750000000005e-06
0.23638499999999998,1.6799928e-05
0.234236,1.1199951000000002e-05
0.232087,0.0
0.22993799999999998,1.1199951000000002e-05
0.227789,1.6799928e-05
0.22564099999999998,5.5999750000000005e-06
0.223492,5.5999750000000005e-06
0.22134299999999998,1.6799928e-05
0.219194,1.1199951000000002e-05
0.217045,0.0
0.214896,1.1199951000000002e-05
0.212747,1.6799928e-05
0.21059799999999998,5.5999750000000005e-06
0.208449,5.5999750000000005e-06
0.20629999999999998,1.6799928e-05
0.204151,1.1199951000000002e-05
0.202002,0.0
0.199853,1.1199951000000002e-05
0.197704,1.6799928e-05
0.19555499999999998,5.5999750000000005e-06
0.193406,0.0
0.19125699999999998,1.6799928e-05
0.189108,1.1199951000000002e-05
0.186959,0.0
0.18481,1.1199951000000002e-05
0.182661,1.6799928e-05
0.18051199999999998,5.5999750000000005e-06
0.178363,0.0
0.17621399999999998,1.6799928e-05
0.174065,1.1199951000000002e-05
0.17191599999999999,0.0
0.169768,5.5999750000000005e-06
0.167619,1.6799928e-05
0.16547,5.5999750000000005e-06
0.163321,0.0
0.16117199999999998,1.6799928e-05
