Potential (V),Current (uA),Current Forward (uA),Current Reverse (uA),Current Diff (uA)
-0.499905,0.05459416,0.04087422,-0.01371994,0.05459416
-0.49792899999999995,0.053031764,0.03679744,-0.016234328,0.053031764
-0.495953,0.05099337600000001,0.033230254,-0.017763122,0.05099337600000001
-0.493977,0.049817384000000006,0.031326264000000006,-0.018491118,0.049817384000000006
-0.49200099999999997,0.049649384000000005,0.030363066,-0.019286314000000002,0.049649384000000005
-0.49002599999999996,0.048848584,0.029226270000000002,-0.019622312000000003,0.048848584
-0.48805,0.049173384,0.028951874000000002,-0.020221512,0.049173384
-0.48607399999999995,0.048641384,0.028302276,-0.020339110000000004,0.048641384
-0.484098,0.048831784,0.028005476,-0.020826308,0.048831784
-0.482122,0.04860218400000001,0.027882278000000003,-0.02071991,0.04860218400000001
-0.48014599999999996,0.04807018800000001,0.02717668,-0.020893508,0.04807018800000001
-0.47817,0.048781384000000004,0.02725508,-0.021526304,0.048781384000000004
-0.476194,0.049022184,0.02732228,-0.021699904000000002,0.049022184
-0.474218,0.048831788,0.027115082000000002,-0.021716704,0.048831788
-0.472242,0.049072584,0.026952682000000002,-0.022119902,0.049072584
-0.47026599999999996,0.04957098,0.027070282,-0.022500702,0.04957098
-0.46829099999999996,0.050024576,0.027148682,-0.022875898000000002,0.050024576
-0.466315,0.05038858000000001,0.027187880000000005,-0.023200698000000002,0.05038858000000001
-0.464339,0.05080857600000001,0.02727748,-0.023531096,0.05080857600000001
-0.46236299999999997,0.05092057600000001,0.027137482,-0.023783094,0.05092057600000001
-0.460387,0.051166976,0.02717668,-0.023990294000000002,0.051166976
-0.45841099999999996,0.05159817600000001,0.027299880000000002,-0.024298292,0.05159817600000001
-0.456435,0.052354172000000004,0.027434278000000003,-0.024919890000000004,0.052354172000000004
-0.454459,0.052768564000000004,0.02741748,-0.025351088,0.052768564000000004
-0.45248299999999997,0.052891768000000006,0.027355878,-0.025535888000000003,0.052891768000000006
-0.450507,0.053832564000000006,0.027658278,-0.026174286,0.053832564000000006
-0.44853099999999996,0.054683760000000005,0.027960676,-0.026723082000000002,0.054683760000000005
-0.446555,0.055215756000000005,0.028184676000000002,-0.027031080000000002,0.055215756000000005
-0.44458,0.05598295600000001,0.028352674,-0.027630278,0.05598295600000001
-0.442604,0.056940548,0.028727872,-0.028212676000000003,0.056940548
-0.44062799999999996,0.05747814800000001,0.028632674,-0.028845474000000003,0.05747814800000001
-0.438652,0.05849174,0.029243072000000002,-0.029248670000000004,0.05849174
-0.43667599999999995,0.05912454000000001,0.029254272,-0.02987027,0.05912454000000001
-0.4347,0.060210932,0.02970787,-0.030503064,0.060210932
-0.432724,0.06101733200000001,0.030021470000000005,-0.030995864000000005,0.06101733200000001
-0.43074799999999996,0.061840524000000015,0.030217466000000002,-0.03162306,0.061840524000000015
-0.428772,0.06292692400000001,0.030497466,-0.032429456,0.06292692400000001
-0.42679599999999995,0.06363812,0.030895064,-0.032743058000000005,0.06363812
-0.42482,0.06496531600000001,0.031606260000000004,-0.03335905200000001,0.06496531600000001
-0.42284499999999997,0.065732508,0.031785458,-0.033947052000000005,0.065732508
-0.420869,0.06681330800000002,0.03218866,-0.034624648,0.06681330800000002
-0.41889299999999996,0.06755809600000001,0.032244658,-0.035313444,0.06755809600000001
-0.416917,0.069036496,0.033039854,-0.035996644,0.069036496
-0.414941,0.06954609600000002,0.033370254,-0.03617584,0.06954609600000002
-0.41296499999999997,0.07057088800000001,0.033896652000000006,-0.036674236000000006,0.07057088800000001
-0.410989,0.07117568800000001,0.033947052000000005,-0.037228636,0.07117568800000001
-0.40901299999999996,0.07142208800000001,0.034109448,-0.037312636,0.07142208800000001
-0.407037,0.07276048,0.034787048,-0.037973432,0.07276048
-0.405061,0.07342688,0.035419844000000006,-0.038007032,0.07342688
-0.40308499999999997,0.074121272,0.035515044,-0.038606232000000004,0.074121272
-0.40110999999999997,0.074474064,0.035677444,-0.038796628,0.074474064
-0.399134,0.075045272,0.036215040000000004,-0.038830232000000006,0.075045272
-0.39715799999999996,0.075358864,0.036377440000000004,-0.038981428,0.075358864
-0.395182,0.076058864,0.036853436,-0.039205428,0.076058864
-0.393206,0.07598046400000001,0.036965436,-0.03901502800000001,0.07598046400000001
-0.39122999999999997,0.07605326400000001,0.037133436000000006,-0.038919828000000004,0.07605326400000001
-0.389254,0.075963664,0.037021436000000005,-0.038942228,0.075963664
-0.38727799999999996,0.076243664,0.037323836000000006,-0.038919828000000004,0.076243664
-0.385302,0.075694864,0.037094236,-0.038600628000000005,0.075694864
-0.383326,0.075588472,0.03743023200000001,-0.03815823200000001,0.075588472
-0.38134999999999997,0.07479327200000001,0.037004636,-0.03778863600000001,0.07479327200000001
-0.379374,0.074754072,0.03727343600000001,-0.037480636,0.074754072
-0.377399,0.07399807200000001,0.037010236,-0.036987836,0.07399807200000001
-0.375423,0.073594872,0.036898236,-0.036696636000000005,0.073594872
-0.373447,0.07291168,0.036601440000000006,-0.03631024,0.07291168
-0.371471,0.07236288000000002,0.036461440000000005,-0.03590144,0.07236288000000002
-0.36949499999999996,0.071466888,0.036349440000000004,-0.035117444000000005,0.071466888
-0.367519,0.070408488,0.035979840000000006,-0.034428648000000006,0.070408488
-0.365543,0.069557296,0.035643844,-0.033913448000000006,0.069557296
-0.363567,0.068711696,0.035358244000000004,-0.033353452,0.068711696
-0.361591,0.068090096,0.035128644,-0.03296145400000001,0.068090096
-0.35961499999999996,0.06710450400000001,0.034596648,-0.032507856,0.06710450400000001
-0.357639,0.06591171600000001,0.034120652,-0.031791062,0.06591171600000001
-0.355664,0.065306916,0.034193448,-0.031113464000000004,0.065306916
-0.353688,0.064007716,0.033353452,-0.030654264000000004,0.064007716
-0.35171199999999997,0.063318916,0.033247052000000006,-0.030071868000000005,0.063318916
-0.349736,0.062170928000000014,0.032675858,-0.02949507,0.062170928000000014
-0.34775999999999996,0.061213328000000004,0.031987058000000006,-0.029226270000000002,0.061213328000000004
-0.345784,0.060821332,0.03175186,-0.029069472000000002,0.060821332
