Potential (V),Current (uA),Current Forward (uA),Current Reverse (uA),Current Diff (uA)
-0.499905,0.05576455600000001,0.041120620000000004,-0.014643936000000001,0.05576455600000001
-0.49792899999999995,0.05478456,0.03672464,-0.018059920000000004,0.05478456
-0.495953,0.052746168,0.033163056,-0.019583114000000002,0.052746168
-0.493977,0.051502976000000006,0.030951066000000006,-0.020551908,0.051502976000000006
-0.49200099999999997,0.050791776000000004,0.029875868,-0.020915908,0.050791776000000004
-0.49002599999999996,0.05040538,0.028800674000000002,-0.021604706,0.05040538
-0.48805,0.050287776,0.028537474,-0.021750304,0.050287776
-0.48607399999999995,0.050125380000000004,0.028123076,-0.022002302,0.050125380000000004
-0.484098,0.049862180000000006,0.027764678,-0.022097502,0.049862180000000006
-0.482122,0.04930778400000001,0.027305480000000003,-0.022002302,0.04930778400000001
-0.48014599999999996,0.04966058,0.02717108,-0.022489502,0.04966058
-0.47817,0.049122984,0.026661484000000003,-0.022461502,0.049122984
-0.476194,0.049346984,0.026790282000000002,-0.022556702,0.049346984
-0.474218,0.049055784000000005,0.026465484,-0.022590302000000003,0.049055784000000005
-0.472242,0.04893818800000001,0.026308684000000002,-0.0226295,0.04893818800000001
-0.47026599999999996,0.048814984000000006,0.026286284000000004,-0.022528700000000002,0.048814984000000006
-0.46829099999999996,0.049083784000000005,0.026286284000000004,-0.022797498000000003,0.049083784000000005
-0.466315,0.04901098,0.026213484000000002,-0.022797498000000003,0.04901098
-0.464339,0.04904458400000001,0.025950286000000003,-0.023094298,0.04904458400000001
-0.46236299999999997,0.048915784000000004,0.026000686000000002,-0.0229151,0.048915784000000004
-0.460387,0.048831784,0.025815886,-0.023015898000000003,0.048831784
-0.45841099999999996,0.048971784,0.025771086000000002,-0.023200698000000002,0.048971784
-0.456435,0.048837384000000005,0.025787888000000002,-0.023049498000000005,0.048837384000000005
-0.454459,0.04888218400000001,0.025754288000000004,-0.023127898,0.04888218400000001
-0.45248299999999997,0.048624588,0.025491088000000002,-0.023133498000000002,0.048624588
-0.450507,0.049128584,0.025743088000000004,-0.023385496000000002,0.049128584
-0.44853099999999996,0.04895498400000001,0.025457488,-0.023497498000000002,0.04895498400000001
-0.446555,0.048870984000000006,0.025491088000000002,-0.023379898000000003,0.048870984000000006
-0.44458,0.048960584,0.025569488,-0.023391096,0.048960584
-0.442604,0.048730984000000005,0.025345490000000002,-0.023385496000000002,0.048730984000000005
-0.44062799999999996,0.04892698400000001,0.025351088,-0.023575896000000002,0.04892698400000001
-0.438652,0.049402980000000006,0.025586286000000003,-0.023816694000000003,0.049402980000000006
-0.43667599999999995,0.049061384,0.025463088000000002,-0.023598296,0.049061384
-0.4347,0.04909498,0.025351088,-0.023743896,0.04909498
-0.432724,0.049218184000000005,0.025323090000000003,-0.023895096,0.049218184000000005
-0.43074799999999996,0.049386184,0.025558288000000002,-0.023827894000000002,0.049386184
-0.428772,0.049201384,0.025155088000000003,-0.024046294000000003,0.049201384
-0.42679599999999995,0.04941978,0.025429488000000004,-0.023990294000000002,0.04941978
-0.42482,0.04954858,0.025239088000000003,-0.024309492000000002,0.04954858
