Potential (V),Current (uA),Current Forward (uA),Current Reverse (uA),Current Diff (uA)
-0.6500739999999999,0.05043337600000001,0.013406341,-0.037027036000000006,0.05043337600000001
-0.648098,0.071242888,0.035274244,-0.03596864,0.071242888
-0.646123,0.07159008800000001,0.035526244,-0.036063844,0.07159008800000001
-0.644147,0.07202688800000001,0.035839844,-0.036187040000000004,0.07202688800000001
-0.6421709999999999,0.071427688,0.035582244000000006,-0.035845444000000004,0.071427688
-0.640195,0.072122088,0.035817444000000004,-0.036304640000000006,0.072122088
-0.638219,0.07125968800000002,0.035386244000000004,-0.03587344,0.07125968800000002
-0.636243,0.07145008000000001,0.035649444,-0.035800644000000006,0.07145008000000001
-0.634267,0.07136608,0.035386244000000004,-0.035979840000000006,0.07136608
-0.6322909999999999,0.07137728,0.035475844,-0.03590144,0.07137728
-0.630315,0.07195408800000001,0.035526244,-0.03642784,0.07195408800000001
-0.628339,0.07144448,0.035442244000000005,-0.036002240000000005,0.07144448
-0.626363,0.07162368000000001,0.035520644000000004,-0.03610304,0.07162368000000001
-0.6243879999999999,0.07157888000000001,0.035341444,-0.03623744,0.07157888000000001
-0.622412,0.07139968000000001,0.035212644,-0.036187040000000004,0.07139968000000001
-0.620436,0.067356504,0.031253462,-0.03610304,0.067356504
-0.61846,0.067014904,0.030637464,-0.036377440000000004,0.067014904
-0.6164839999999999,0.066953308,0.030396668000000005,-0.03655664000000001,0.066953308
-0.6145079999999999,0.066656508,0.030251066000000004,-0.036405440000000004,0.066656508
-0.612532,0.066835704,0.030329468000000002,-0.03650624,0.066835704
-0.610556,0.06649410400000001,0.030088668000000006,-0.036405440000000004,0.06649410400000001
-0.60858,0.06639330800000001,0.030010268000000003,-0.03638304,0.06639330800000001
-0.6066039999999999,0.06627010400000001,0.030032668000000002,-0.03623744,0.06627010400000001
-0.6046279999999999,0.06628131200000001,0.030088668000000006,-0.036192640000000005,0.06628131200000001
-0.602652,0.06653330400000002,0.029903868000000004,-0.036629436,0.06653330400000002
-0.600677,0.06648290800000001,0.030015866,-0.036467040000000006,0.06648290800000001
-0.5987009999999999,0.06651090800000001,0.030088668000000006,-0.03642224,0.06651090800000001
-0.596725,0.066141304,0.029920668,-0.03622064,0.066141304
-0.594749,0.06669010800000001,0.030139068000000005,-0.03655104,0.06669010800000001
-0.592773,0.066488504,0.030055068,-0.03643344,0.066488504
-0.590797,0.06622530800000001,0.029814268000000005,-0.03641104,0.06622530800000001
-0.5888209999999999,0.066270112,0.029931870000000003,-0.03633824,0.066270112
-0.586845,0.066331704,0.029993466000000007,-0.03633824,0.066331704
-0.584869,0.066471708,0.029875868,-0.03659584,0.066471708
-0.582893,0.066219708,0.029937468000000002,-0.03628224000000001,0.066219708
-0.580917,0.06654451200000001,0.030155868,-0.03638864,0.06654451200000001
-0.578942,0.066292508,0.02987027,-0.03642224,0.066292508
-0.576966,0.066421304,0.029741470000000002,-0.036679836,0.066421304
-0.57499,0.066202908,0.029864670000000003,-0.03633824,0.066202908
-0.573014,0.066326104,0.030010268000000003,-0.03631584,0.066326104
-0.5710379999999999,0.066118908,0.029752670000000002,-0.03636624,0.066118908
-0.569062,0.066051708,0.029679868,-0.03637184,0.066051708
-0.567086,0.066158112,0.029668668000000002,-0.036489440000000005,0.066158112
-0.56511,0.065822116,0.029427872000000004,-0.03639424000000001,0.065822116
-0.563134,0.066051708,0.029730270000000003,-0.03632144,0.066051708
-0.5611579999999999,0.06614690399999999,0.029657468000000003,-0.036489440000000005,0.06614690399999999
-0.559182,0.06616370800000002,0.029814268000000005,-0.036349440000000004,0.06616370800000002
-0.557207,0.066421308,0.029758268000000004,-0.03666304,0.066421308
-0.555231,0.06634850800000001,0.029814268000000005,-0.03653424,0.06634850800000001
-0.5532549999999999,0.066096508,0.029663070000000003,-0.03643344,0.066096508
-0.551279,0.06635410800000001,0.029741470000000002,-0.036612636000000004,0.06635410800000001
-0.549303,0.066477308,0.029808668,-0.03666864,0.066477308
-0.547327,0.066572504,0.02960707,-0.036965436,0.066572504
-0.545351,0.06666770400000001,0.029836668000000004,-0.036831036000000004,0.06666770400000001
-0.5433749999999999,0.066443704,0.029965468000000002,-0.036478236,0.066443704
-0.541399,0.066589304,0.02965187,-0.036937436000000004,0.066589304
-0.539423,0.066802112,0.029931870000000003,-0.036870236,0.066802112
-0.537447,0.06676290400000001,0.030066268000000007,-0.036696636000000005,0.06676290400000001
-0.535471,0.06677410800000001,0.029915068000000003,-0.03685904,0.06677410800000001
-0.533496,0.06658370400000001,0.02970787,-0.03687583600000001,0.06658370400000001
-0.53152,0.067250104,0.030290268000000002,-0.036959836,0.067250104
-0.529544,0.06680770800000001,0.029814268000000005,-0.03699344,0.06680770800000001
-0.5275679999999999,0.066846904,0.030015866,-0.036831036000000004,0.066846904
-0.525592,0.066830104,0.030099866000000003,-0.036730240000000004,0.066830104
-0.523616,0.066874904,0.029887070000000005,-0.036987836,0.066874904
-0.52164,0.067250104,0.029982268000000003,-0.037267836,0.067250104
-0.519664,0.067619704,0.030307068000000003,-0.037312636,0.067619704
-0.5176879999999999,0.06779890400000001,0.030239866,-0.037559032000000006,0.06779890400000001
-0.515712,0.067888504,0.030295865999999998,-0.037592636,0.067888504
-0.513736,0.06751330400000001,0.030021470000000005,-0.037491836,0.06751330400000001
-0.511761,0.067434904,0.030055068,-0.037379836,0.067434904
-0.5097849999999999,0.067518904,0.030071868000000005,-0.037447036,0.067518904
-0.507809,0.068090096,0.030273466000000006,-0.037816632,0.068090096
