Potential (V),Current (uA),Current Forward (uA),Current Reverse (uA),Current Diff (uA)
-0.5998859999999999,0.051116576000000004,0.042083816,-0.00903276,0.051116576000000004
-0.5979099999999999,0.050562176,0.038443828,-0.012118346,0.050562176
-0.595934,0.048921384,0.035016644,-0.013904738,0.048921384
-0.593958,0.04786298800000001,0.032771056,-0.015091934000000003,0.04786298800000001
-0.5919829999999999,0.046989392000000005,0.03129826200000001,-0.015691131,0.046989392000000005
-0.590007,0.046731796000000006,0.030335068000000003,-0.016396728,0.046731796000000006
-0.588031,0.04589739600000001,0.029203870000000003,-0.016693527000000003,0.04589739600000001
-0.586055,0.045723796000000004,0.028638274000000002,-0.017085524,0.045723796000000004
-0.584079,0.045287,0.028128676000000002,-0.017158324000000003,0.045287
-0.5821029999999999,0.04494540400000001,0.027714278000000002,-0.017231124,0.04494540400000001
-0.580127,0.045007004,0.027395080000000002,-0.017611922000000002,0.045007004
-0.578151,0.044788604,0.026924680000000003,-0.017863920000000002,0.044788604
-0.576175,0.044463804,0.026560682000000002,-0.017903122,0.044463804
-0.574199,0.04471580000000001,0.026532684,-0.01818312,0.04471580000000001
-0.5722229999999999,0.044564604,0.026263884,-0.018300720000000003,0.044564604
-0.570248,0.044301404,0.026000686000000002,-0.018300720000000003,0.044301404
-0.568272,0.044469404000000004,0.025989486000000003,-0.018479918,0.044469404000000004
-0.566296,0.044564604,0.025687086,-0.018877516,0.044564604
-0.5643199999999999,0.04413340400000001,0.025479888000000003,-0.018653518,0.04413340400000001
-0.562344,0.043864608000000006,0.025401488,-0.01846312,0.043864608000000006
-0.560368,0.043959804,0.025216688000000004,-0.018743118000000003,0.043959804
-0.558392,0.043971008000000006,0.025149490000000004,-0.018821518,0.043971008000000006
-0.556416,0.043724608000000005,0.02484149,-0.018883118,0.043724608000000005
-0.5544399999999999,0.043909404000000006,0.02484149,-0.019067916,0.043909404000000006
-0.552464,0.04378060400000001,0.024813492000000003,-0.018967116000000003,0.04378060400000001
-0.550488,0.043713408,0.024628692000000004,-0.019084716,0.043713408
-0.548512,0.04376380800000001,0.024533492000000004,-0.019230316,0.04376380800000001
-0.5465369999999999,0.043786204,0.024527892000000003,-0.019258314,0.043786204
