Potential (V),Current (uA),Current Forward (uA),Current Reverse (uA),Current Diff (uA)
-0.5998859999999999,0.051950968,0.06968048800000001,0.017729522,0.051950968
-0.5979099999999999,0.054498956,0.061224528,0.00672557,0.054498956
-0.595934,0.05606695600000001,0.05664935200000001,0.000582397,0.05606695600000001
-0.593958,0.056626948,0.053362164000000004,-0.0032647850000000005,0.056626948
-0.5919829999999999,0.05598295600000001,0.05038298,-0.005599975000000001,0.05598295600000001
-0.590007,0.055786956,0.048086988000000004,-0.007699966,0.055786956
-0.588031,0.055294156000000004,0.046166196,-0.009127960000000001,0.055294156000000004
-0.586055,0.054778956000000004,0.04424540400000001,-0.010533554,0.054778956000000004
-0.584079,0.05451576,0.042985408,-0.011530349,0.05451576
-0.5821029999999999,0.053849360000000006,0.04158541600000001,-0.012263946000000001,0.053849360000000006
-0.580127,0.053339764000000005,0.04033662400000001,-0.013003142,0.053339764000000005
-0.578151,0.053418164000000004,0.039412628000000005,-0.014005539000000003,0.053418164000000004
-0.576175,0.052757368000000006,0.038365432000000005,-0.014391936000000001,0.052757368000000006
-0.574199,0.052667768000000004,0.037648632,-0.015019133,0.052667768000000004
-0.5722229999999999,0.052533368000000004,0.036892636,-0.015640732,0.052533368000000004
-0.570248,0.052046172,0.03615904,-0.01588713,0.052046172
-0.568272,0.051693372,0.035498244000000005,-0.016195129000000003,0.051693372
-0.566296,0.051637376,0.034932648,-0.016704727000000003,0.051637376
-0.5643199999999999,0.051855776000000006,0.034647048,-0.017208724,0.051855776000000006
-0.562344,0.05127337600000001,0.033947052000000005,-0.017326324,0.05127337600000001
-0.560368,0.051357372,0.033706252000000006,-0.017651122,0.051357372
-0.558392,0.051166976,0.033045454,-0.018121520000000002,0.051166976
-0.556416,0.051250976000000004,0.03298945600000001,-0.018261518,0.051250976000000004
-0.5544399999999999,0.051166976,0.03233985600000001,-0.018827118,0.051166976
-0.552464,0.051256572,0.03205986,-0.019196716000000003,0.051256572
-0.550488,0.051301372000000005,0.031914258,-0.019387114,0.051301372000000005
-0.548512,0.05127337600000001,0.031483062000000006,-0.019790314,0.05127337600000001
-0.5465369999999999,0.051138972000000005,0.031231062000000004,-0.019907912,0.051138972000000005
-0.544561,0.050998972000000004,0.030867064000000003,-0.020131910000000003,0.050998972000000004
-0.542585,0.051105372,0.030682264,-0.02042311,0.051105372
-0.540609,0.05148617600000001,0.030755066,-0.02073111,0.05148617600000001
-0.538633,0.051519772,0.030475066000000002,-0.021044708,0.051519772
